Company Name,Symbol,ISIN Code,Macro Sector,Sector,Industry,Basic Industry,Category,Justification,Notes
Ellenbarrie Industrial Gases Ltd.,ELLEN,INE236E01022,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,Green,"Manufactures industrial and medical gases - oxygen, nitrogen, argon, carbon dioxide and specialty gases. Inorganic gases with no animal-derived input, so Green.",
Eureka Forbes Ltd.,EUREKAFORB,INE0KCE01017,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,Green,"Makes and sells water-purification systems (Aquaguard), vacuum cleaners and air purifiers. Consumer durables with no animal-derived input, so Green.",
Fedbank Financial Services Ltd.,FEDFINA,INE007N01010,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Orange,"Federal Bank's NBFC lending in gold loans, mortgages and SME/business finance. A broad capital deployer whose book includes animal-dependent industries, so Orange.",
Fujiyama Power Systems Ltd.,UTLSOLAR,INE12UR01024,Industrials,Capital Goods,Industrial Products,Other Electrical Equipment,Green,"Manufactures solar inverters, panels, batteries, UPS and power-backup systems (UTL Solar). Renewable-energy and power electronics with no animal-derived input, so Green.",
GMR Power and Urban Infra Ltd.,GMRP&UI,INE0CU601026,Utilities,Power,Power,Power,Green,"Power generation (thermal, hydro) plus urban-infrastructure and EPC businesses. Power and infrastructure with inorganic inputs and no animal linkage, so Green.",
Gokul Agro Resources Ltd.,GOKULAGRO,INE314T01033,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,Green,"Processes and refines edible and non-edible vegetable oils (soyabean, mustard, sunflower, cottonseed, palmolein, castor) and vanaspati. Entirely plant-derived, with de-oiled cake a mill byproduct, so Green - consistent with other edible-oil makers.",
IIFL Capital Services Ltd.,IIFLCAPS,INE489L01022,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,Orange,"A stockbroking and capital-markets firm whose brokerage revenue comes from trading and capital-raising for companies across the market, including animal-dependent ones, so Orange.",
Jayaswal Neco Industries Ltd.,JAYNECOIND,INE854B01010,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,Green,"Integrated iron-and-steel and castings maker (pig iron, sponge iron, steel and automotive/industrial castings). Inorganic metal products with no animal-derived input, so Green.",
KPI Green Energy Ltd.,KPIGREEN,INE542W01025,Utilities,Power,Power,Power,Green,"Develops and operates solar and wind power projects and provides renewable EPC. Clean-power generation with inorganic inputs and no animal linkage, so Green.",
KRN Heat Exchanger and Refrigeration Ltd.,KRN,INE0Q3J01015,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Green,"Manufactures aluminium and copper heat exchangers and coils for HVAC and refrigeration. Fabricated metal components with no animal-derived input, so Green.",
Kitex Garments Ltd.,KITEX,INE602G01020,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,Green,"Manufactures infant and children's knitted cotton garments for global brands. Cotton and synthetic apparel with no animal-derived material as a core input, so Green.",
Lloyds Enterprises Ltd.,LLOYDSENT,INE080I01025,Diversified,Diversified,Diversified,Diversified,Orange,"Diversified group spanning steel trading, real estate, engineering and a portfolio of financial investments, and which directly operates 1441 Pizzeria outlets that serve non-vegetarian food. The direct non-veg food service (a minority line) plus its investment-holding character place it at Orange.",
Lumax Auto Technologies Ltd.,LUMAXTECH,INE872H01027,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Manufactures automotive components - lighting, plastic modules, gear shifters and integrated assemblies. Metal and plastic auto parts with no animal-derived input, so Green.",
Orkla India Ltd.,ORKLAINDIA,INE16NZ01023,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,Green,"Makes spices, spice blends and vegetarian packaged foods under MTR, Eastern and Rasoi Magic. MTR is purely vegetarian and Eastern's 'meat masalas' are plant-based spice mixes (not meat), so the range is plant-based, so Green.",
P N Gadgil Jewellers Ltd.,PNGJL,INE953R01016,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",Green,"Retails gold, diamond and silver jewellery. Core materials are animal-neutral, so Green.",
PC Jeweller Ltd.,PCJEWELLER,INE785M01021,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",Green,"Manufactures and retails gold and diamond-studded jewellery. Core materials are animal-neutral, so Green.",
Park Medi World Ltd.,PARKHOSPS,INE119201023,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,Green,"Operates the Park Hospitals chain of multi-speciality hospitals. Life-saving human care; medicines and consumables are a side input, not animal-harm revenue, so Green.",
Piccadily Agro Industries Ltd.,PICCADIL,INE546C01010,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,Red,"India's largest independent malt-spirit producer (Indri single malt, Camikara rum) with a distillery and sugar business; alcohol is the core, revenue-leading product, a harmful 'vice' category, so Red regardless of any animal link.",
Prime Focus Ltd.,PFOCUS,INE367G01038,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,Green,"Global media-services company providing visual effects, post-production and virtual-production (DNEG) for film and streaming. A digital media-services business with no animal-derived input, so Green.",
Quality Power Electrical Equipments Ltd.,QPOWER,INE0SII01026,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,Green,"Manufactures high-voltage power-grid equipment - reactors, transformers and FACTS/HVDC systems. Electrical equipment from steel, copper and insulation with no animal-derived input, so Green.",
RattanIndia Power Ltd.,RTNPOWER,INE399K01017,Utilities,Power,Power,Power,Green,"Thermal power generation utility. Power generation with inorganic inputs and no animal linkage, so Green.",
Refex Industries Ltd.,REFEX,INE056I01025,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Green,"Manufactures refrigerant gases and provides coal/ash handling and solar-energy services. Inorganic gases and industrial services with no animal-derived input, so Green.",
Rubicon Research Ltd.,RUBICON,INE506V01022,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Red,"Specialty pharmaceutical formulations and CDMO focused on the US market. Drug development and registration mandatorily require pre-clinical live-animal testing under regulatory rules, a direct large-scale animal-harm activity intrinsic to pharma, so Red.",
SKF India (Industrial) Ltd.,SKFINDUS,INE2J8701016,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,Green,"Demerged industrial-bearings business of SKF India, making ball and roller bearings and related products. Precision metal components with no animal-derived input, so Green.",
SML Mahindra Ltd.,SMLMAH,INE294B01019,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,Green,"Manufactures commercial vehicles - light and medium trucks and buses (formerly SML Isuzu). Vehicle cabins use synthetic upholstery with no material animal-derived input, so Green - consistent with the commercial-vehicle sector.",
Saatvik Green Energy Ltd.,SAATVIKGL,INE13B501022,Industrials,Capital Goods,Industrial Products,Other Electrical Equipment,Green,"Manufactures solar photovoltaic modules and provides solar EPC. Renewable-energy equipment from silicon, glass and metals with no animal-derived input, so Green.",
Sanofi Consumer Healthcare India Ltd.,SANOFICONR,INE0UOS01011,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Red,"Demerged consumer-healthcare arm of Sanofi India, making OTC medicines and supplements (Allegra, Combiflam, De-Pura). As a drug maker, its products depend on mandated pre-clinical live-animal testing, a direct large-scale animal-harm activity, so Red - consistent with the pharma sector.",
Seshaasai Technologies Ltd.,STYL,INE04VU01023,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Green,"Provides payment-instrument and secure-communication solutions - card manufacturing and personalisation, cheque and secure printing, and digital communications. A printing/technology-services business with no animal-derived input, so Green.",
Shaily Engineering Plastics Ltd.,SHAILY,INE151G01028,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,Green,"Manufactures precision engineered-plastic components for furniture (IKEA), healthcare/pharma devices and consumer products. Polymer products with no animal-derived input, so Green.",
Shakti Pumps (India) Ltd.,SHAKTIPUMP,INE908D01010,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures solar and electric pumps, motors and drives, largely for agricultural irrigation. Engineered metal and electrical products with no animal-derived input, so Green.",
Sharda Cropchem Ltd.,SHARDACROP,INE221J01015,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Red,"Off-patent crop-protection company that registers and sells fungicides, herbicides and insecticides globally. Insecticides are designed to kill insects (animals) - direct animal harm - so Red, consistent with the agrochemicals sector.",
Skipper Ltd.,SKIPPER,INE439E01022,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,Green,"Manufactures power-transmission and distribution towers and structures plus polymer pipes. Steel and polymer engineered products with no animal-derived input, so Green.",
Smartworks Coworking Spaces Ltd.,SMARTWORKS,INE0NAZ01010,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Green,"Operates managed and co-working office spaces on a leasing/fit-out model. A workspace-services business with no animal-derived product, so Green.",
Sri Lotus Developers and Realty Ltd.,LOTUSDEV,INE0V9Q01010,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Green,"Mumbai-focused real-estate developer of residential and commercial projects using cement, steel and concrete - animal-neutral materials, so Green.",
Styrenix Performance Materials Ltd.,STYRENIX,INE189B01011,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Green,"Manufactures styrenic polymers - ABS, polystyrene and SAN (formerly INEOS Styrolution India). Petrochemical-based plastics with no animal-derived input, so Green.",
Sudeep Pharma Ltd.,SUDEEPPHRM,INE0QPI01025,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Green,"Manufactures mineral-based excipients and actives (calcium, iron, magnesium and zinc salts) for the pharma, food and nutrition industries. It supplies inorganic mineral ingredients and does not itself make finished drugs or run animal testing, so Green - distinct from drug manufacturers.",
TSF Investments Ltd.,TSFINV,INE202Z01029,Financial Services,Financial Services,Finance,Investment Company,Orange,"An investment/holding company holding stakes across auto-component and financial-services businesses. Rated on holding-company logic for capital deployed into a portfolio that includes animal-dependent exposure, so Orange.",
Transrail Lighting Ltd.,TRANSRAILL,INE454P01035,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,Green,"Manufactures power-transmission towers, conductors and poles and executes transmission-line EPC. Steel and electrical engineered products with no animal-derived input, so Green.",
V2 Retail Ltd.,V2RETAIL,INE945H01021,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,Orange,"Value fashion and general-merchandise retail chain (formerly Vishal Retail) selling apparel alongside footwear, wallets/purses and household goods. It directly sells leather footwear and accessories as a minority line, so Orange - consistent with other value/apparel retailers.",
Vikram Solar Ltd.,VIKRAMSOLR,INE078V01014,Industrials,Capital Goods,Industrial Products,Other Electrical Equipment,Green,"Manufactures solar photovoltaic modules and provides solar EPC. Renewable-energy equipment from silicon, glass and metals with no animal-derived input, so Green.",
Viyash Scientific Ltd.,VIYASH,INE807F01027,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Red,"A pharmaceutical API and CDMO maker. Drug registration mandatorily requires pre-clinical live-animal testing under regulatory rules, a direct large-scale animal-harm activity intrinsic to pharma, so Red.",
Wakefit Innovations Ltd.,WAKEFIT,INE0E7301029,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing",Green,"Manufactures and sells mattresses, furniture and home-furnishing products in foam, PU, wood and fabric. No material animal-derived input, so Green.",
WeWork India Management Ltd.,WEWORK,INE085001019,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Green,"Operates premium co-working and managed office spaces on a leasing/aggregation model. A workspace-services business with no animal-derived product, so Green.",
Websol Energy System Ltd.,WEBELSOLAR,INE855C01023,Industrials,Capital Goods,Industrial Products,Other Electrical Equipment,Green,"Manufactures solar photovoltaic cells and modules. Renewable-energy equipment from silicon, glass and metals with no animal-derived input, so Green.",
Spice Lounge Food Works Ltd.,SPICELOUNG,INE631E01024,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,Red,"Operates food, pub and lifestyle brands including Buffalo Wild Wings, Wing Zone and Blaze Kababs alongside an IT services arm. Directly running non-vegetarian restaurant chains is core provision of animal food under Section 8, so Red.",
Anantam Highways Trust,,INE1UA823019,Services,Services,Transport Infrastructure,Airport & Airport services,Green,"Infrastructure investment trust holding specific operating assets (roads/transmission/pipelines). It is rated by the underlying asset, which is animal-neutral, rather than as a broad-economy capital deployer, so Green.",
Capital Infra Trust,,INE0Z8Z23013,Services,Services,Transport Infrastructure,Airport & Airport services,Green,"Infrastructure investment trust holding specific operating assets (roads/transmission/pipelines). It is rated by the underlying asset, which is animal-neutral, rather than as a broad-economy capital deployer, so Green.",
India Grid Trust,,INE219X23014,Utilities,Power,Power,Power,Green,"Infrastructure investment trust holding specific operating assets (roads/transmission/pipelines). It is rated by the underlying asset, which is animal-neutral, rather than as a broad-economy capital deployer, so Green.",
IRB InvIT Fund,,INE183W23014,Services,Services,Transport Infrastructure,Airport & Airport services,Green,"Infrastructure investment trust holding specific operating assets (roads/transmission/pipelines). It is rated by the underlying asset, which is animal-neutral, rather than as a broad-economy capital deployer, so Green.",
National Highways Infra Trust,,INE0H7R23014,Services,Services,Transport Infrastructure,Airport & Airport services,Green,"Infrastructure investment trust holding specific operating assets (roads/transmission/pipelines). It is rated by the underlying asset, which is animal-neutral, rather than as a broad-economy capital deployer, so Green.",
Roadstar Infra Investment Trust,,INE0JEI23010,Services,Services,Transport Infrastructure,Airport & Airport services,Green,"Infrastructure investment trust holding specific operating assets (roads/transmission/pipelines). It is rated by the underlying asset, which is animal-neutral, rather than as a broad-economy capital deployer, so Green.",
RRP Defense Ltd.,,INE535P01015,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defence,Red,"Defence arm of the RRP group, developing electro-optics (thermal imaging, night-vision) and military unmanned aerial systems. Weapons-adjacent military systems are a harmful-product category under Section 8, so Red.",
Alicon Castalloy Ltd.,ALICON,INE062D01024,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Auto-component maker supplying OEMs. Metal, plastic and synthetic materials only; where seating/trim is involved it is vinyl/PU, which substitutes for leather. No animal-derived input, so Green.",
Bharat Seats Ltd.,BHARATSE,INE415D01024,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Manufactures complete seating systems, carpets, NVH and body-sealing parts for Maruti Suzuki two- and four-wheelers and for Indian Railways. Seat covers are fabric, vinyl and PU - synthetic substitutes that replace leather (Section 11) - so Green.",
Goodyear India Ltd.,GOODYEAR,INE533A01012,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,Green,"Tyre/rubber-product manufacturer. Rubber, carbon black and synthetic polymers; stearic acid used as a vulcanising aid is a tiny, replaceable and largely plant-derived processing helper that does not move the band (Section 6), so Green.",
GRP Ltd.,GRPLTD,INE137I01015,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,Green,"Tyre/rubber-product manufacturer. Rubber, carbon black and synthetic polymers; stearic acid used as a vulcanising aid is a tiny, replaceable and largely plant-derived processing helper that does not move the band (Section 6), so Green.",
India Nippon Electricals Ltd.,INDNIPPON,INE092B01025,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Auto-component maker supplying OEMs. Metal, plastic and synthetic materials only; where seating/trim is involved it is vinyl/PU, which substitutes for leather. No animal-derived input, so Green.",
IST Ltd.,ISTLTD,INE684B01029,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Manufactures auto components (steering gear and precision parts) alongside a commercial real-estate leasing business. Both are animal-neutral, so Green.",
Lumax Industries Ltd.,LUMAXIND,INE162B01018,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Auto-component maker supplying OEMs. Metal, plastic and synthetic materials only; where seating/trim is involved it is vinyl/PU, which substitutes for leather. No animal-derived input, so Green.",
NDR Auto Components Ltd.,NDRAUTO,INE07OG01012,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Auto-component maker supplying OEMs. Metal, plastic and synthetic materials only; where seating/trim is involved it is vinyl/PU, which substitutes for leather. No animal-derived input, so Green.",
RACL Geartech Ltd.,RACLGEAR,INE704B01017,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Auto-component maker supplying OEMs. Metal, plastic and synthetic materials only; where seating/trim is involved it is vinyl/PU, which substitutes for leather. No animal-derived input, so Green.",
Rane (Madras) Ltd.,RML,INE050H01012,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Auto-component maker supplying OEMs. Metal, plastic and synthetic materials only; where seating/trim is involved it is vinyl/PU, which substitutes for leather. No animal-derived input, so Green.",
Rane Holdings Ltd.,RANEHOLDIN,INE384A01010,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Holding company of the Rane group, whose consolidated earnings come from steering, braking and friction-material auto components. Rated by its dominant operating business, which is animal-neutral, so Green.",
Rico Auto Industries Ltd.,RICOAUTO,INE209B01025,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Auto-component maker supplying OEMs. Metal, plastic and synthetic materials only; where seating/trim is involved it is vinyl/PU, which substitutes for leather. No animal-derived input, so Green.",
Saint-Gobain Sekurit India Ltd.,SEKURITIND,INE068B01017,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Auto-component maker supplying OEMs. Metal, plastic and synthetic materials only; where seating/trim is involved it is vinyl/PU, which substitutes for leather. No animal-derived input, so Green.",
Sterling Tools Ltd.,STERTOOLS,INE334A01023,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Auto-component maker supplying OEMs. Metal, plastic and synthetic materials only; where seating/trim is involved it is vinyl/PU, which substitutes for leather. No animal-derived input, so Green.",
Talbros Automotive Components Ltd.,TALBROAUTO,INE187D01029,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Auto-component maker supplying OEMs. Metal, plastic and synthetic materials only; where seating/trim is involved it is vinyl/PU, which substitutes for leather. No animal-derived input, so Green.",
The Hi-Tech Gears Ltd.,HITECHGEAR,INE127B01011,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Auto-component maker supplying OEMs. Metal, plastic and synthetic materials only; where seating/trim is involved it is vinyl/PU, which substitutes for leather. No animal-derived input, so Green.",
TVS Srichakra Ltd.,TVSSRICHAK,INE421C01016,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,Green,"Tyre/rubber-product manufacturer. Rubber, carbon black and synthetic polymers; stearic acid used as a vulcanising aid is a tiny, replaceable and largely plant-derived processing helper that does not move the band (Section 6), so Green.",
Wheels India Ltd.,WHEELS,INE715A01015,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,Green,"Auto-component maker supplying OEMs. Metal, plastic and synthetic materials only; where seating/trim is involved it is vinyl/PU, which substitutes for leather. No animal-derived input, so Green.",
Atul Auto Ltd.,ATULAUTO,INE951D01028,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,Green,"Manufactures three-wheelers and electric two-wheelers. Seats and trim use vinyl/PU rather than leather, so there is no material animal-derived input - Green.",
Capital Small Finance Bank Ltd.,CAPITALSFB,INE646H01017,Financial Services,Financial Services,Banks,Other Bank,Orange,"Bank taking deposits and lending across retail, agriculture, MSME and corporate segments - a mix that always includes animal-based industries - so Orange under Section 9 and Table 4.",
Dhanlaxmi Bank Ltd.,DHANBANK,INE680A01011,Financial Services,Financial Services,Banks,Other Bank,Orange,"Bank taking deposits and lending across retail, agriculture, MSME and corporate segments - a mix that always includes animal-based industries - so Orange under Section 9 and Table 4.",
CFF Fluid Control Ltd.,CFF,INE0NJ001013,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defence,Red,"Manufactures and overhauls shipboard fluid-control and combat systems for Indian Navy submarines and surface ships (Scorpene/Kalvari class). Military platforms are a harmful-product category under Section 8, so Red.",
Rossell Techsys Ltd.,ROSSTECH,INE0OJW01016,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defence,Red,"Manufactures wiring harnesses, cockpit panels and interconnect systems for combat aircraft programmes (F/A-18, F-15, AH-64 Apache, CH-47, P-8) for Boeing and Lockheed Martin. Military platform components are a harmful-product category under Section 8, so Red.",
Sika Interplant Systems Ltd.,SIKA,INE438E01032,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defence,Red,"Aerospace, Defence & Space engineering group holding a defence production licence and CEMILAC design approval - landing gear, hydraulics, sonar winches, cargo hooks and interconnect systems for military platforms. Red under Section 8.",
Unimech Aerospace and Manufacturing Ltd.,UNIMECH,INE0U3I01011,Industrials,Capital Goods,Industrial Products,Other Industrial Products,Green,"Manufactures aero-engine and airframe assembly/MRO tooling and precision components, over 90% of revenue, principally for civil aviation OEMs and MROs. It makes ground-support tooling rather than weapons, munitions or military platforms, so Green under the Section 8 civil-aerospace carve-out - consistent with Aequs.",
Asian Granito India Ltd.,ASIANTILES,INE022I01019,Industrials,Capital Goods,Building Products,Building Products,Green,"Manufactures building products - ceramic and vitrified tiles, decorative wall panels and surfaces. Mineral and polymer materials with no animal-derived input, so Green.",
Euro Pratik Sales Ltd.,EUROPRATIK,INE198501012,Industrials,Capital Goods,Building Products,Building Products,Green,"Manufactures building products - ceramic and vitrified tiles, decorative wall panels and surfaces. Mineral and polymer materials with no animal-derived input, so Green.",
Nitco Ltd.,NITCO,INE858F01012,Industrials,Capital Goods,Building Products,Building Products,Green,"Manufactures building products - ceramic and vitrified tiles, decorative wall panels and surfaces. Mineral and polymer materials with no animal-derived input, so Green.",
BF Utilities Ltd.,BFUTILITIE,INE243D01012,Utilities,Power,Power,Power,Green,"Holds and operates wind-power assets and an infrastructure/road concession within the Bharat Forge group. Power generation and road infrastructure are animal-neutral, so Green.",
Denta Water and Infra Solutions Ltd.,DENTA,INE0R4L01018,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
GE Power India Ltd.,GVPIL,INE878A01011,Industrials,Construction,Construction,Civil Construction,Green,"Supplies boilers, air-quality control systems and power-plant equipment. Heavy engineering with metal and mineral inputs and no animal-derived material, so Green.",
GHV Infra Projects Ltd.,GHVINFRA,INE809Q01020,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
GPT Infraprojects Ltd.,GPTINFRA,INE390G01014,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
Interarch Building Solutions Ltd.,INTERARCH,INE00M901018,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
Jyoti Structures Ltd.,JYOTISTRUC,INE197A01024,Industrials,Construction,Construction,Civil Construction,Green,"Fabricates transmission-line towers and substations. Galvanised steel structures with no animal-derived input, so Green.",
M & B Engineering Ltd.,MBEL,INE08N601015,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
Man Industries (India) Ltd.,MANINDS,INE993A01026,Commodities,Metals & Mining,Iron & Steel Products,Pipes,Green,"Manufactures large-diameter LSAW/HSAW and ERW steel line pipes and coatings for oil, gas and water pipelines. Steel and polymer coatings only, with no animal-derived input, so Green.",
Om Infra Ltd.,OMINFRAL,INE239D01028,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
Pace Digitek Ltd.,PACEDIGITK,INE0S3G01027,Industrials,Construction,Construction,Civil Construction,Green,"Builds telecom network infrastructure, solar EPC and battery energy-storage systems. All inputs are electronic, metal and mineral with no animal-derived material, so Green.",
Rajesh Power Services Ltd.,RAJESH,INE0VN801010,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
Salasar Techno Engineering Ltd.,SALASAR,INE170V01027,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
SEPC Ltd.,SEPC,INE964H01014,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
Simplex Infrastructures Ltd.,SIMPLEXINF,INE059B01024,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
Solarworld Energy Solutions Ltd.,SOLARWORLD,INE0TY101024,Industrials,Construction,Construction,Civil Construction,Green,"Solar EPC contractor building ground-mount and rooftop photovoltaic plants. Silicon, glass and metal inputs; renewable-energy construction is animal-neutral, so Green.",
SPML Infra Ltd.,SPMLINFRA,INE937A01023,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
SRM Contractors Ltd.,SRM,INE0R6Z01013,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
Vascon Engineers Ltd.,VASCONEQ,INE893I01013,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
Vikran Engineering Ltd.,VIKRAN,INE01R501028,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
Vishnu Prakash R Punglia Ltd.,VPRPL,INE0AE001013,Industrials,Construction,Construction,Civil Construction,Green,"EPC/infrastructure contractor working in civil, industrial, power or water projects. Construction uses mineral and metal inputs with no animal-derived material and no animal-linked product line, so Green.",
BGR Energy Systems Ltd.,BGRENERGY,INE661I01014,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Dynamic Cables Ltd.,DYCL,INE600Y01019,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Hind Rectifiers Ltd.,HIRECT,INE835D01023,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
HPL Electric & Power Ltd.,HPL,INE495S01016,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
Indo Tech Transformers Ltd.,INDOTECH,INE332H01014,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufacturer of electrical components/equipment (cables, wires, transformers, switchgear, meters). Metal, polymer and mineral inputs with no animal-derived material, so Green.",
